,PM10 (µg/m3),Time,Date,NO (µg/m3),PM2.5 (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3)
0,95.0,00:00:00,2023-02-01,14.484070232819281,35.0,90.1,56.2,0.31,11.98683278688479,17.7,28.1,0.4
1,95.0,00:15:00,2023-02-01,14.484070232819281,35.0,88.0,55.1,0.33,11.98683278688479,18.3,27.1,0.4
2,95.0,00:30:00,2023-02-01,15.835913638347094,35.0,87.7,55.2,0.38,10.912796290818136,19.7,24.9,0.4
3,122.0,00:45:00,2023-02-01,15.914518304766798,34.0,88.9,55.7,0.38,10.613291091228763,21.3,21.9,0.4
4,122.0,01:00:00,2023-02-01,16.035640102810873,34.0,90.0,55.8,0.38,7.362361415948168,22.3,16.7,0.4
5,122.0,01:15:00,2023-02-01,17.4977768146927,34.0,90.2,55.9,0.37,8.494480522406601,22.7,16.1,0.4
6,122.0,01:30:00,2023-02-01,17.121285473639247,34.0,88.9,55.4,0.34,8.326683634362908,23.1,22.5,0.4
7,90.0,01:45:00,2023-02-01,15.532830124330568,35.0,88.9,55.2,0.35,8.61286330988921,23.5,20.5,0.4
8,90.0,02:00:00,2023-02-01,19.465701807548754,35.0,88.9,55.9,0.34,9.272342842672291,23.1,22.8,0.4
9,90.0,02:15:00,2023-02-01,22.2151462978097,35.0,88.9,55.3,0.35,9.45711417534529,22.9,19.0,0.4
10,90.0,02:30:00,2023-02-01,21.873790848719715,35.0,88.8,55.4,0.39,8.161848138925315,22.6,17.1,0.4
11,72.0,02:45:00,2023-02-01,22.263462940131777,32.0,88.9,55.1,0.46,7.735572262752258,22.5,19.1,0.4
12,72.0,03:00:00,2023-02-01,18.368448583978143,32.0,88.9,55.8,0.47,7.74164407854643,22.7,18.2,0.4
13,72.0,03:15:00,2023-02-01,18.340577134351037,32.0,87.7,55.5,0.44,8.054953494176301,22.5,18.0,0.4
14,72.0,03:30:00,2023-02-01,18.937144516900027,32.0,85.6,54.2,0.41,8.917091140808159,22.7,15.7,0.4
15,72.0,03:45:00,2023-02-01,21.870167274846725,44.0,84.9,54.1,0.41,8.872506527339372,23.2,13.8,0.4
16,72.0,04:00:00,2023-02-01,20.616165020902198,44.0,84.5,53.7,0.41,9.676804123390662,23.4,16.4,0.4
17,72.0,04:15:00,2023-02-01,21.526637246135984,44.0,83.6,53.0,0.42,12.380393116766692,21.3,16.9,0.4
18,72.0,04:30:00,2023-02-01,21.730733878751327,44.0,82.7,52.3,0.39,16.906198687128654,19.9,16.7,0.4
19,58.0,04:45:00,2023-02-01,21.743824289701948,28.0,81.3,51.5,0.37,14.528231561029427,18.8,18.9,0.4
20,58.0,05:00:00,2023-02-01,22.402956532428515,28.0,80.0,51.2,0.34,12.566005515920088,18.3,22.8,0.4
21,58.0,05:15:00,2023-02-01,23.411493155417933,28.0,80.1,51.4,0.33,17.112550959814094,17.3,22.7,0.4
22,58.0,05:30:00,2023-02-01,24.28224218385937,28.0,78.9,51.1,0.32,13.342068694721316,17.2,23.7,0.4
23,58.0,05:45:00,2023-02-01,26.11426088929089,33.0,78.6,50.6,0.32,14.105962330434227,17.7,24.1,0.4
24,58.0,06:00:00,2023-02-01,28.480500068524915,33.0,79.3,49.9,0.31,14.064053830834084,17.6,22.4,0.4
25,58.0,06:15:00,2023-02-01,29.513563480829102,33.0,77.9,49.5,0.31,12.988855773303186,17.5,17.5,0.4
26,58.0,06:30:00,2023-02-01,30.91129693687387,33.0,76.7,49.0,0.31,12.234777615292785,18.0,15.8,0.4
27,67.0,06:45:00,2023-02-01,32.76753414793937,45.0,75.7,48.6,0.33,13.274928429454636,18.2,14.0,0.4
28,67.0,07:00:00,2023-02-01,33.016265280861106,45.0,76.1,49.0,0.37,13.965676434766628,18.0,11.0,0.4
29,67.0,07:15:00,2023-02-01,32.269177351094555,45.0,76.3,49.0,0.45,14.583896263548382,19.1,9.3,0.4
30,67.0,07:30:00,2023-02-01,30.359114508467705,45.0,75.9,48.9,0.52,14.899626492704034,18.8,12.5,0.4
31,83.0,07:45:00,2023-02-01,24.25483220268789,68.0,76.6,49.3,0.47,21.080540681002635,18.1,22.1,0.4
32,83.0,08:00:00,2023-02-01,19.264314682232694,68.0,79.1,50.8,0.49,19.59986980073813,17.3,30.1,0.4
33,83.0,08:15:00,2023-02-01,21.056062191711117,68.0,78.9,50.6,0.34,14.42567394212667,18.2,35.8,0.4
34,83.0,08:30:00,2023-02-01,19.508112002398075,68.0,77.8,49.1,0.29,13.840201476638862,20.4,36.9,0.4
35,122.0,08:45:00,2023-02-01,16.918418531049866,46.0,79.1,48.9,0.26,17.268853748730795,21.7,39.70217577464559,0.4
36,122.0,09:00:00,2023-02-01,15.408915189179295,46.0,80.4,48.6,0.26,18.95667407046821,23.2,44.5,0.4
37,122.0,09:15:00,2023-02-01,14.038142766237574,46.0,81.1,48.1,0.26,21.631572380952313,23.4,44.5,0.4
38,122.0,09:30:00,2023-02-01,12.374605151103971,46.0,82.1,47.7,0.26,34.454266746478375,22.4,44.6,0.4
39,99.0,09:45:00,2023-02-01,11.71100723313046,31.0,80.4,46.7,1.1064269939172915,42.65059635668858,23.7,45.8,0.4
40,99.0,10:00:00,2023-02-01,11.710940748102388,31.0,77.9,45.5,1.1,54.24987081759441,25.1,47.3,0.4
41,99.0,10:15:00,2023-02-01,9.04329347983746,31.0,77.4,45.1,1.1,44.95536566204363,27.0,48.6,0.4
42,99.0,10:30:00,2023-02-01,7.109904613244494,31.0,76.0,44.3,0.27,48.42237494472003,28.2,49.2,0.2
43,64.0,10:45:00,2023-02-01,4.865085257074256,22.0,75.1,44.2,0.25,50.92962539941882,26.6,50.4,0.1
44,64.0,11:00:00,2023-02-01,5.082302852869173,22.0,75.4,43.8,0.24,59.56240889116547,25.8,51.7,0.1
45,64.0,11:15:00,2023-02-01,5.550451008647265,22.0,74.9,42.9,0.23,59.56240889116547,24.8,53.4,0.1
46,64.0,11:30:00,2023-02-01,6.96752672565292,22.0,73.2,41.6,0.22,59.56240889116547,24.9,52.1,0.1
47,64.0,11:45:00,2023-02-01,7.090766309897209,23.0,66.89007641131532,35.862208206498686,0.14,59.56240889116547,8.726566617714063,59.22787979457204,0.1
48,64.0,12:00:00,2023-02-01,4.81697627866266,23.0,64.0,36.4,0.15,54.1149440078859,24.0,60.378911821811,0.1
49,64.0,12:15:00,2023-02-01,4.81697627866266,23.0,64.0,36.4,0.31,36.61445826271655,24.0,61.1462199169023,0.1
50,64.0,12:30:00,2023-02-01,4.81697627866266,23.0,64.0,36.4,0.29,46.75361263318088,24.0,63.112760825939475,0.1
51,61.0,12:45:00,2023-02-01,4.81697627866266,23.0,62.1,35.1,0.27,66.83617348851757,21.9,58.6,0.1
52,61.0,13:00:00,2023-02-01,6.920548325674218,23.0,63.6,35.9,0.24,51.75781872359021,20.6,59.8,0.1
53,61.0,13:15:00,2023-02-01,5.172524254833874,23.0,63.4,35.9,0.1,51.12630013239336,20.1,57.1,0.1
54,61.0,13:30:00,2023-02-01,4.987132088291285,23.0,61.5,35.2,0.23,61.667211309070424,20.4,56.5,0.1
55,73.0,13:45:00,2023-02-01,4.647741447514896,18.0,59.9,34.8,0.31,49.421487643977244,20.5,56.9,0.1
56,73.0,14:00:00,2023-02-01,4.854774818244137,18.0,62.4,36.2,0.3,53.21175228229315,20.7,56.8,0.1
57,73.0,14:15:00,2023-02-01,5.469983758144343,18.0,61.1,35.0,0.31,36.97137557550837,21.5,57.1,0.1
58,73.0,14:30:00,2023-02-01,5.736887081513439,18.0,59.0,34.0,0.34,29.556898280473426,22.0,55.0,0.1
59,63.0,14:45:00,2023-02-01,6.123020622098822,14.0,59.2,34.0,0.38,27.44816640803325,20.8,56.3,0.1
60,63.0,15:00:00,2023-02-01,5.380136462297448,14.0,61.3,35.1,0.37,36.9062046064619,20.7,58.26536357779783,0.1
61,63.0,15:15:00,2023-02-01,4.955897841624916,14.0,61.7,35.6,0.3,57.51431611297757,21.8,44.73441852641757,0.1
62,63.0,15:30:00,2023-02-01,5.401612102683011,14.0,60.7,35.4,0.26,67.18690400034855,22.7,43.075463633775726,0.1
63,70.0,15:45:00,2023-02-01,4.735471929612866,17.0,59.5,35.3,0.29,36.573311340170044,23.4,55.80293447472719,0.1
64,70.0,16:00:00,2023-02-01,4.764356541336541,17.0,61.3,36.9,0.29,39.93360140373257,23.1,48.6,0.1
65,70.0,16:15:00,2023-02-01,5.206469595098611,17.0,62.7,38.0,0.27,31.30174309852665,23.1,49.2,0.1
66,70.0,16:30:00,2023-02-01,5.202332490101699,17.0,64.8,38.7,0.27,28.185499729014737,24.6,49.8,0.1
67,100.0,16:45:00,2023-02-01,4.698387717239616,20.0,66.5,39.7,0.31,17.15310045844553,26.2,47.8,0.1
68,100.0,17:00:00,2023-02-01,4.191221181589972,20.0,69.4,41.3,0.33,18.225789195936336,28.0,44.6,0.1
69,100.0,17:15:00,2023-02-01,4.535478213105023,20.0,70.7,42.2,0.35,18.348380411173466,30.3,42.6,0.1
70,100.0,17:30:00,2023-02-01,4.805703776223567,20.0,71.1,42.7,0.46,23.108189411644712,29.0,37.1,0.1
71,146.0,17:45:00,2023-02-01,4.839045455358434,41.0,73.5,44.5,0.53,22.19591673944421,28.0,28.0,0.1
72,146.0,18:00:00,2023-02-01,4.6491855709150975,41.0,78.7,47.7,0.53,23.24099204976707,26.5,36.2,0.1
73,146.0,18:15:00,2023-02-01,5.077872442032001,41.0,81.9,48.8,0.53,20.315521504197676,25.6,39.5,0.1
74,146.0,18:30:00,2023-02-01,5.044005381393817,41.0,84.0,50.6,0.49,15.250812538710015,24.5,40.5,0.1
75,239.0,18:45:00,2023-02-01,4.63956263081827,44.0,86.3,52.1,0.46,10.53775867136038,24.5,43.3,0.1
76,239.0,19:00:00,2023-02-01,4.713359609074471,44.0,89.7,53.6,0.52,11.36111955551093,24.1,33.4,0.1
77,239.0,19:15:00,2023-02-01,4.709744076553432,44.0,89.8,54.3,0.54,15.126850311954037,24.0,31.8,0.1
78,239.0,19:30:00,2023-02-01,5.331107628661659,44.0,90.3,54.9,0.6,14.975695523403232,24.2,32.0,0.1
79,239.0,19:45:00,2023-02-01,6.566662887057228,50.0,92.0,56.1,0.76,18.98344457020437,23.7,24.4,0.1
80,239.0,20:00:00,2023-02-01,7.953440052734681,50.0,93.4,56.7,0.76,14.666995071306221,24.1,23.0,0.1
81,239.0,20:15:00,2023-02-01,9.437777746380897,50.0,93.2,56.6,0.74,14.602649500519977,24.3,18.4,0.1
82,239.0,20:30:00,2023-02-01,10.71437886242846,50.0,93.8,57.6,0.76,14.073151097613884,24.7,18.0,0.1
83,250.0,20:45:00,2023-02-01,11.318703614532883,42.0,93.1,57.9,0.76,15.13320364728676,24.4,15.7,0.1
84,250.0,21:00:00,2023-02-01,11.695923635086084,42.0,93.3,58.5,0.73,19.199505873939593,23.4,12.6,0.1
85,250.0,21:15:00,2023-02-01,11.2105547095573,42.0,93.9,59.2,0.77,22.81287746506125,21.6,10.0,0.1
86,250.0,21:30:00,2023-02-01,10.268819351567407,42.0,93.7,59.4,0.78,22.799890761471183,20.2,11.2,0.1
87,219.0,21:45:00,2023-02-01,8.376070880045503,42.0,92.5,59.4,0.79,18.17939792824801,19.6,11.4,0.1
88,219.0,22:00:00,2023-02-01,9.090623925943575,42.0,90.9,59.5,0.77,17.4495868259383,19.2,13.1,0.1
89,219.0,22:15:00,2023-02-01,12.113358469731999,42.0,88.8,58.2,0.8,17.890916351241607,19.0,13.0,0.1
90,219.0,22:30:00,2023-02-01,12.844686843909608,42.0,86.7,57.1,1.02,16.147252970579054,19.4,12.7,0.1
91,207.0,22:45:00,2023-02-01,13.787004887967665,50.0,85.6,56.5,1.04,15.525722260879958,19.6,17.0,0.1
92,207.0,23:00:00,2023-02-01,15.808255080381656,50.0,84.0,55.9,1.03,14.895311767843193,19.7,16.6,0.1
93,207.0,23:15:00,2023-02-01,16.618143898840906,50.0,81.4,54.1,0.98,14.00665258323566,19.8,17.4,0.1
94,207.0,23:30:00,2023-02-01,17.376091446569784,50.0,80.1,53.0,0.92,13.013588156440726,19.7,19.6,0.1
95,178.0,23:45:00,2023-02-01,18.121634998783303,61.0,79.0,53.1,0.883180874639995,13.054912630959949,19.7,15.3,0.1
96,178.0,00:00:00,2023-02-02,14.62286277829051,61.0,78.8,52.6,1.37,11.98683278688479,19.7,8.7,0.1
97,178.0,00:15:00,2023-02-02,14.484070232819281,61.0,78.3,51.8,1.28,11.98683278688479,19.6,9.0,0.1
98,178.0,00:30:00,2023-02-02,15.835913638347094,61.0,77.5,51.8,1.19,10.912796290818136,20.0,8.7,0.1
99,146.0,00:45:00,2023-02-02,15.914518304766798,52.0,76.8,51.6,1.16,10.613291091228763,21.4,6.9,0.1
100,146.0,01:00:00,2023-02-02,16.035640102810873,52.0,77.9,52.2,1.12,7.362361415948168,22.4,6.6,0.1
101,146.0,01:15:00,2023-02-02,17.4977768146927,52.0,79.2,52.7,1.12,8.494480522406601,23.4,6.3,0.1
102,146.0,01:30:00,2023-02-02,17.121285473639247,52.0,80.0,53.5,1.11,8.326683634362908,24.1,6.7,0.1
103,190.0,01:45:00,2023-02-02,15.532830124330568,55.0,80.9,53.6,1.11,8.61286330988921,24.3,8.4,0.1
104,190.0,02:00:00,2023-02-02,19.465701807548754,55.0,81.1,53.9,1.11,9.272342842672291,24.6,10.7,0.1
105,190.0,02:15:00,2023-02-02,22.2151462978097,55.0,80.2,53.2,1.1,9.45711417534529,24.7,10.8,0.1
106,190.0,02:30:00,2023-02-02,21.873790848719715,55.0,79.3,52.4,1.05,8.161848138925315,24.7,12.3,0.1
107,190.0,02:45:00,2023-02-02,22.263462940131777,44.0,78.7,52.0,1.05,7.735572262752258,24.5,13.5,0.1
108,190.0,03:00:00,2023-02-02,18.368448583978143,44.0,77.5,51.1,1.06,7.74164407854643,24.7,13.2,0.1
109,190.0,03:15:00,2023-02-02,18.340577134351037,44.0,76.2,50.4,1.09,8.054953494176301,24.9,13.4,0.1
110,190.0,03:30:00,2023-02-02,18.937144516900027,44.0,75.0,49.1,1.06,8.917091140808159,24.6,18.5,0.1
111,113.0,03:45:00,2023-02-02,21.870167274846725,38.0,73.9,48.3,1.05,8.872506527339372,25.0,20.6,0.1
112,113.0,04:00:00,2023-02-02,20.616165020902198,38.0,72.9,47.6,1.05,9.676804123390662,24.8,17.7,0.1
113,113.0,04:15:00,2023-02-02,21.526637246135984,38.0,72.4,47.4,1.04,12.380393116766692,24.3,21.2,0.1
114,113.0,04:30:00,2023-02-02,21.730733878751327,38.0,72.0,46.7,1.04,16.906198687128654,24.6,20.4,0.1
115,92.0,04:45:00,2023-02-02,21.743824289701948,40.0,70.9,45.0,1.09,14.528231561029427,23.7,15.6,0.1
116,92.0,05:00:00,2023-02-02,22.402956532428515,40.0,71.4,45.8,1.09,12.566005515920088,21.6,14.0,0.1
117,92.0,05:15:00,2023-02-02,23.411493155417933,40.0,70.3,45.6,1.11,17.112550959814094,20.4,12.2,0.1
118,92.0,05:30:00,2023-02-02,24.28224218385937,40.0,68.2,44.9,1.06,13.342068694721316,20.0,14.2,0.1
119,99.0,05:45:00,2023-02-02,26.11426088929089,44.0,68.1,44.1,1.09,14.105962330434227,19.4,16.1,0.1
120,99.0,06:00:00,2023-02-02,28.480500068524915,44.0,67.9,44.3,1.13,14.064053830834084,19.1,12.5,0.1
121,99.0,06:15:00,2023-02-02,29.513563480829102,44.0,66.4,43.7,1.15,12.988855773303186,19.0,13.7,0.1
122,99.0,06:30:00,2023-02-02,30.91129693687387,44.0,65.4,43.5,1.16,12.234777615292785,18.9,12.9,0.1
123,96.0,06:45:00,2023-02-02,32.76753414793937,51.0,64.6,43.1,1.24,13.274928429454636,19.3,9.2,0.1
124,96.0,07:00:00,2023-02-02,33.016265280861106,51.0,64.9,43.4,1.31,13.965676434766628,19.6,10.6,0.1
125,96.0,07:15:00,2023-02-02,32.269177351094555,51.0,64.8,43.6,1.36,14.583896263548382,19.3,12.1,0.1
126,96.0,07:30:00,2023-02-02,30.359114508467705,51.0,65.1,43.5,1.32,14.899626492704034,18.7,15.8,0.1
127,111.0,07:45:00,2023-02-02,24.25483220268789,69.0,66.2,44.6,1.19,21.080540681002635,18.9,25.6,0.1
128,111.0,08:00:00,2023-02-02,19.264314682232694,69.0,67.7,44.7,1.13,19.59986980073813,19.1,34.7,0.1
129,111.0,08:15:00,2023-02-02,21.056062191711117,69.0,68.4,43.9,1.26,14.42567394212667,19.4,33.2,0.1
130,111.0,08:30:00,2023-02-02,19.508112002398075,69.0,69.3,43.6,1.12,13.840201476638862,19.8,34.4,0.1
131,151.0,08:45:00,2023-02-02,16.918418531049866,63.0,69.3,42.9,1.08,17.268853748730795,22.4,39.70217577464559,0.1
132,151.0,09:00:00,2023-02-02,15.408915189179295,63.0,69.6,42.4,1.09,18.95667407046821,24.0,43.3,0.1
133,151.0,09:15:00,2023-02-02,14.038142766237574,63.0,71.4,42.6,1.09,21.631572380952313,24.7,43.3,0.1
134,151.0,09:30:00,2023-02-02,12.374605151103971,63.0,73.0,42.5,1.09,34.454266746478375,24.4,45.0,0.1
135,113.0,09:45:00,2023-02-02,11.71100723313046,42.0,74.8,43.0,1.1064269939172915,42.65059635668858,25.7,47.9,0.1
136,113.0,10:00:00,2023-02-02,11.710940748102388,42.0,75.9,43.4,1.95,54.24987081759441,28.8,49.3,0.1
137,113.0,10:15:00,2023-02-02,9.04329347983746,42.0,75.3,43.0,1.95,44.95536566204363,28.3,48.3,0.1
138,113.0,10:30:00,2023-02-02,7.109904613244494,42.0,83.79618360508036,45.68621814395916,1.7770225046497765,48.42237494472003,8.23606238989152,50.19799390808986,0.17750511247443762
139,113.0,10:45:00,2023-02-02,4.865085257074256,40.0,73.3,42.6,1.12,50.92962539941882,28.5,50.5,0.1
140,113.0,11:00:00,2023-02-02,5.082302852869173,40.0,74.3,43.5,1.11,59.56240889116547,27.8,49.6,0.1
141,113.0,11:15:00,2023-02-02,5.550451008647265,40.0,73.7,43.1,1.12,59.56240889116547,28.0,48.2,0.1
142,113.0,11:30:00,2023-02-02,6.96752672565292,40.0,73.4,42.8,1.13,59.56240889116547,29.1,50.2,0.1
143,105.0,11:45:00,2023-02-02,7.090766309897209,31.0,66.89007641131532,35.862208206498686,1.12,59.56240889116547,8.726566617714063,50.8,0.1
144,105.0,12:00:00,2023-02-02,4.81697627866266,31.0,73.3,45.3,1.12,54.1149440078859,23.7,49.6,0.1
145,105.0,12:15:00,2023-02-02,4.81697627866266,31.0,73.3,45.3,1.16,36.61445826271655,23.7,44.3,0.1
146,105.0,12:30:00,2023-02-02,4.81697627866266,31.0,73.3,45.3,1.19,46.75361263318088,22.8,41.7,0.1
147,114.0,12:45:00,2023-02-02,4.81697627866266,36.0,74.3,46.4,1.21,66.83617348851757,25.8,41.5,0.1
148,114.0,13:00:00,2023-02-02,6.920548325674218,36.0,74.3,46.7,1.23,51.75781872359021,25.0,41.6,0.1
149,114.0,13:15:00,2023-02-02,5.172524254833874,36.0,73.3,46.4,1.18,51.12630013239336,22.9,45.7,0.1
150,114.0,13:30:00,2023-02-02,4.987132088291285,36.0,73.5,47.1,1.11,61.667211309070424,21.7,50.1,0.1
151,135.0,13:45:00,2023-02-02,4.647741447514896,30.0,74.1,47.1,1.08,49.421487643977244,19.9,50.5,0.1
152,135.0,14:00:00,2023-02-02,4.854774818244137,30.0,76.4,48.1,1.06,53.21175228229315,19.5,53.3,0.1
153,135.0,14:15:00,2023-02-02,5.469983758144343,30.0,76.1,47.6,1.06,36.97137557550837,19.1,51.4,0.1
154,135.0,14:30:00,2023-02-02,5.736887081513439,30.0,76.1,47.9,1.06,29.556898280473426,18.7,53.4,0.1
155,146.0,14:45:00,2023-02-02,6.123020622098822,27.0,76.5,47.7,1.05,27.44816640803325,18.6,55.3,0.1
156,146.0,15:00:00,2023-02-02,5.380136462297448,27.0,78.0,48.3,1.06,36.9062046064619,18.0,55.4,0.1
157,146.0,15:15:00,2023-02-02,4.955897841624916,27.0,78.5,48.1,1.05,57.51431611297757,17.8,55.5,0.1
158,146.0,15:30:00,2023-02-02,5.401612102683011,27.0,78.8,48.0,1.08,67.18690400034855,17.7,54.5,0.1
159,133.0,15:45:00,2023-02-02,4.735471929612866,21.0,78.9,48.1,1.08,36.573311340170044,18.0,55.8,0.1
160,133.0,16:00:00,2023-02-02,4.764356541336541,21.0,80.2,48.3,1.08,39.93360140373257,18.0,54.4,0.1
161,133.0,16:15:00,2023-02-02,5.206469595098611,21.0,80.8,48.2,1.05,31.30174309852665,17.8,54.1,0.1
162,133.0,16:30:00,2023-02-02,5.202332490101699,21.0,80.1,47.5,1.1,28.185499729014737,18.0,53.3,0.1
163,138.0,16:45:00,2023-02-02,4.698387717239616,26.0,79.8,47.3,1.12,17.15310045844553,19.1,53.3,0.1
164,138.0,17:00:00,2023-02-02,4.191221181589972,26.0,80.7,47.7,1.15,18.225789195936336,21.6,51.2,0.1
165,138.0,17:15:00,2023-02-02,4.535478213105023,26.0,81.7,48.8,1.13,18.348380411173466,25.8,48.5,0.1
166,138.0,17:30:00,2023-02-02,4.805703776223567,26.0,83.4,50.4,1.16,23.108189411644712,26.1,43.7,0.1
167,129.0,17:45:00,2023-02-02,4.839045455358434,31.0,87.0,53.1,1.18,22.19591673944421,25.1,29.2,0.1
168,129.0,18:00:00,2023-02-02,4.6491855709150975,31.0,89.8,55.1,1.37,23.24099204976707,24.3,17.0,0.1
169,129.0,18:15:00,2023-02-02,5.077872442032001,31.0,90.9,56.3,1.45,20.315521504197676,24.0,12.0,0.1
170,129.0,18:30:00,2023-02-02,5.044005381393817,31.0,91.4,57.0,1.63,15.250812538710015,24.4,9.2,0.1
171,129.0,18:45:00,2023-02-02,4.63956263081827,86.0,92.6,58.9,2.05,10.53775867136038,24.7,4.7,0.1
172,129.0,19:00:00,2023-02-02,4.713359609074471,86.0,94.2,62.9,2.26,11.36111955551093,24.9,5.5,0.1
173,129.0,19:15:00,2023-02-02,4.709744076553432,86.0,95.4,66.5,1.98,15.126850311954037,25.0,5.5,0.2
174,129.0,19:30:00,2023-02-02,5.331107628661659,86.0,95.1,68.9,1.68,14.975695523403232,25.2,4.9,0.2
175,442.0,19:45:00,2023-02-02,6.566662887057228,120.0,95.6,71.0,1.71,18.98344457020437,25.0,4.3,0.2
176,442.0,20:00:00,2023-02-02,7.953440052734681,120.0,97.0,72.8,1.72,14.666995071306221,24.5,4.9,0.2
177,442.0,20:15:00,2023-02-02,9.437777746380897,120.0,97.0,73.8,1.67,14.602649500519977,24.6,5.0,0.2
178,442.0,20:30:00,2023-02-02,10.71437886242846,120.0,96.2,74.4,1.79,14.073151097613884,25.0,4.7,0.2
179,436.0,20:45:00,2023-02-02,11.318703614532883,92.0,94.8,75.6,1.87,15.13320364728676,25.6,5.2,0.2
180,436.0,21:00:00,2023-02-02,11.695923635086084,92.0,95.5,78.0,1.77,19.199505873939593,25.4,5.1,0.2
181,436.0,21:15:00,2023-02-02,11.2105547095573,92.0,95.5,79.5,1.8,22.81287746506125,22.9,5.2,0.2
182,436.0,21:30:00,2023-02-02,10.268819351567407,92.0,94.7,81.0,1.83,22.799890761471183,21.2,5.4,0.2
183,439.0,21:45:00,2023-02-02,8.376070880045503,72.0,94.2,82.8,1.95,18.17939792824801,20.3,5.3,0.2
184,439.0,22:00:00,2023-02-02,9.090623925943575,72.0,94.0,84.3,1.76,17.4495868259383,19.5,5.7,0.2
185,439.0,22:15:00,2023-02-02,12.113358469731999,72.0,92.7,84.7,1.77,17.890916351241607,18.8,5.4,0.2
186,439.0,22:30:00,2023-02-02,12.844686843909608,72.0,92.2,83.8,1.94,16.147252970579054,18.2,6.7,0.2
187,307.0,22:45:00,2023-02-02,13.787004887967665,78.0,91.0,83.0,1.97,15.525722260879958,18.2,6.3,0.2
188,307.0,23:00:00,2023-02-02,15.808255080381656,78.0,90.3,81.4,1.87,14.895311767843193,18.4,7.2,0.2
189,307.0,23:15:00,2023-02-02,16.618143898840906,78.0,87.2,78.8,1.83,14.00665258323566,18.5,8.8,0.2
190,307.0,23:30:00,2023-02-02,17.376091446569784,78.0,85.4,76.2,1.6,13.013588156440726,18.3,12.1,0.2
191,234.0,23:45:00,2023-02-02,18.121634998783303,59.0,83.7,75.0,0.883180874639995,13.054912630959949,19.0,8.9,0.2
192,234.0,00:00:00,2023-02-03,14.62286277829051,59.0,85.1,74.9,1.44,11.98683278688479,18.4,9.5,0.2
193,234.0,00:15:00,2023-02-03,14.484070232819281,59.0,84.3,72.6,1.4,11.98683278688479,18.4,14.8,0.2
194,234.0,00:30:00,2023-02-03,15.835913638347094,59.0,82.9,70.5,1.26,10.912796290818136,18.5,19.3,0.2
195,158.0,00:45:00,2023-02-03,15.914518304766798,67.0,80.7,68.2,1.24,10.613291091228763,19.0,18.8,0.2
196,158.0,01:00:00,2023-02-03,16.035640102810873,67.0,78.8,66.0,1.21,7.362361415948168,20.5,18.3,0.2
197,158.0,01:15:00,2023-02-03,17.4977768146927,67.0,76.6,63.4,1.18,8.494480522406601,23.2,15.1,0.2
198,158.0,01:30:00,2023-02-03,17.121285473639247,67.0,76.4,61.8,1.12,8.326683634362908,24.8,16.3,0.2
199,150.0,01:45:00,2023-02-03,15.532830124330568,62.0,76.1,61.2,1.19,8.61286330988921,25.8,14.5,0.2
200,150.0,02:00:00,2023-02-03,19.465701807548754,62.0,76.6,60.6,1.21,9.272342842672291,27.0,11.8,0.2
201,150.0,02:15:00,2023-02-03,22.2151462978097,62.0,77.0,59.2,1.2,9.45711417534529,26.4,8.3,0.2
202,150.0,02:30:00,2023-02-03,21.873790848719715,62.0,77.4,58.8,1.12,8.161848138925315,26.0,12.2,0.2
203,150.0,02:45:00,2023-02-03,22.263462940131777,56.0,76.8,58.3,1.12,7.735572262752258,25.9,14.4,0.2
204,150.0,03:00:00,2023-02-03,18.368448583978143,56.0,76.2,57.2,1.12,7.74164407854643,26.1,15.5,0.2
205,150.0,03:15:00,2023-02-03,18.340577134351037,56.0,76.5,56.9,1.09,8.054953494176301,25.4,15.7,0.2
206,150.0,03:30:00,2023-02-03,18.937144516900027,56.0,76.3,56.3,1.26,8.917091140808159,25.4,8.0,0.2
207,122.0,03:45:00,2023-02-03,21.870167274846725,62.0,75.2,56.0,1.4,8.872506527339372,25.8,5.1,0.2
208,122.0,04:00:00,2023-02-03,20.616165020902198,62.0,75.5,56.6,1.39,9.676804123390662,25.8,5.0,0.2
209,122.0,04:15:00,2023-02-03,21.526637246135984,62.0,75.6,57.1,1.42,12.380393116766692,25.6,4.9,0.2
210,122.0,04:30:00,2023-02-03,21.730733878751327,62.0,77.1,58.2,1.44,16.906198687128654,25.0,4.8,0.2
211,151.0,04:45:00,2023-02-03,21.743824289701948,77.0,76.5,58.9,1.4,14.528231561029427,25.5,4.3,0.2
212,151.0,05:00:00,2023-02-03,22.402956532428515,77.0,76.9,60.0,1.45,12.566005515920088,25.2,5.1,0.2
213,151.0,05:15:00,2023-02-03,23.411493155417933,77.0,75.8,60.9,1.59,17.112550959814094,21.9,5.6,0.2
214,151.0,05:30:00,2023-02-03,24.28224218385937,77.0,74.7,61.6,1.42,13.342068694721316,20.4,5.1,0.2
215,202.0,05:45:00,2023-02-03,26.11426088929089,75.0,72.9,61.8,1.28,14.105962330434227,19.8,5.3,0.2
216,202.0,06:00:00,2023-02-03,28.480500068524915,75.0,72.6,61.9,1.21,14.064053830834084,19.1,6.4,0.2
217,202.0,06:15:00,2023-02-03,29.513563480829102,75.0,70.1,59.9,1.16,12.988855773303186,19.4,6.9,0.2
