,PM10 (µg/m3),Time,Date,NO (µg/m3),PM2.5 (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3)
3412,72.0,13:00:00,2023-03-08,9.8,38.0,70.5,45.4,0.98,200.1,8.6,20.4,0.17750511247443762
3413,72.0,13:15:00,2023-03-08,17.4,38.0,73.9,53.4,0.97,233.7,8.5,17.6,0.17750511247443762
3414,72.0,13:30:00,2023-03-08,20.6,38.0,83.2,61.0,0.98,173.6,7.5,27.0,0.17750511247443762
3415,63.0,13:45:00,2023-03-08,19.2,30.0,83.3,59.9,1.0,159.7,7.9,30.8,0.17750511247443762
3416,63.0,14:00:00,2023-03-08,15.5,30.0,81.8,56.1,0.98,108.0,8.2,55.4,0.17750511247443762
3417,63.0,14:15:00,2023-03-08,10.8,30.0,79.4,51.0,1.0,187.9,8.5,32.0,0.17750511247443762
3418,63.0,14:30:00,2023-03-08,10.3,30.0,81.7,51.8,1.05,186.2,8.8,31.3,0.17750511247443762
3419,58.0,14:45:00,2023-03-08,10.8,31.0,81.9,52.3,1.08,166.7,8.9,35.1,0.17750511247443762
3420,58.0,15:00:00,2023-03-08,9.1,31.0,82.2,51.2,1.08,135.1,9.1,43.6,0.17750511247443762
3421,58.0,15:15:00,2023-03-08,8.3,31.0,81.0,49.9,1.1,154.3,9.5,35.8,0.17750511247443762
3422,58.0,15:30:00,2023-03-08,7.1,31.0,79.4,48.0,1.11,117.9,10.4,50.2,0.17750511247443762
3423,51.0,15:45:00,2023-03-08,6.1,32.0,74.6,44.7,1.18,104.4,10.5,52.4,0.17750511247443762
3424,51.0,16:00:00,2023-03-08,4.7,32.0,70.6,41.4,1.21,98.2,10.4,55.5,0.17750511247443762
3425,51.0,16:15:00,2023-03-08,4.2,32.0,64.8,37.9,1.24,85.6,11.0,60.3,0.17750511247443762
3426,51.0,16:30:00,2023-03-08,3.9,32.0,60.0,35.1,1.25,85.4,11.1,61.5,0.17750511247443762
3427,44.0,16:45:00,2023-03-08,4.1,41.0,56.1,33.2,1.24,90.1,11.0,60.2,0.17750511247443762
3428,44.0,17:00:00,2023-03-08,3.8,41.0,53.6,31.6,1.21,83.0,10.9,65.0,0.17750511247443762
3429,44.0,17:15:00,2023-03-08,3.2,41.0,49.9,29.1,1.23,60.6,10.8,76.4,0.17750511247443762
3430,44.0,17:30:00,2023-03-08,2.9,41.0,44.6,26.1,1.24,44.3,10.8,76.7,0.17750511247443762
3431,50.0,17:45:00,2023-03-08,3.3,33.0,40.3,24.1,1.26,42.2,11.1,66.3,0.17750511247443762
3432,50.0,18:00:00,2023-03-08,3.7,33.0,41.2,24.9,1.34,43.8,10.7,55.3,0.17750511247443762
3433,50.0,18:15:00,2023-03-08,4.2,33.0,42.9,26.2,1.29,44.9,10.8,49.7,0.17750511247443762
3434,50.0,18:30:00,2023-03-08,4.6,33.0,44.2,27.2,1.31,43.7,11.1,44.2,0.17750511247443762
3435,50.0,18:45:00,2023-03-08,4.4,47.0,45.2,27.6,1.41,42.9,11.2,38.2,0.17750511247443762
3436,50.0,19:00:00,2023-03-08,4.3,47.0,45.1,27.5,1.57,47.9,10.5,37.7,0.17750511247443762
3437,50.0,19:15:00,2023-03-08,5.2,47.0,46.8,29.2,1.9,52.7,10.5,27.9,0.17750511247443762
3438,50.0,19:30:00,2023-03-08,5.7,47.0,50.0,31.3,2.13,52.1,10.6,17.7,0.17750511247443762
3439,68.0,19:45:00,2023-03-08,6.0,132.0,52.8,33.0,2.31,49.0,11.4,14.7,0.17750511247443762
3440,68.0,20:00:00,2023-03-08,6.6,132.0,55.6,34.9,2.6,47.3,12.2,11.6,0.17750511247443762
3441,68.0,20:15:00,2023-03-08,8.1,132.0,58.4,37.7,2.39,44.9,12.4,11.3,0.17750511247443762
3442,68.0,20:30:00,2023-03-08,9.3,132.0,59.8,39.4,2.42,42.4,12.2,17.0,0.17750511247443762
3443,180.0,20:45:00,2023-03-08,9.1,124.0,59.1,38.9,2.32,41.9,12.0,24.7,0.17750511247443762
3444,180.0,21:00:00,2023-03-08,7.6,124.0,56.6,36.3,1.64,40.0,11.5,50.0,0.17750511247443762
3445,180.0,21:15:00,2023-03-08,5.5,124.0,50.9,31.6,1.52,37.9,11.0,58.7,0.17750511247443762
3446,180.0,21:30:00,2023-03-08,4.2,124.0,44.2,26.9,1.43,36.5,11.0,59.0,0.17750511247443762
3447,178.0,21:45:00,2023-03-08,3.5,49.0,39.4,23.8,1.35,34.6,10.6,57.0,0.17750511247443762
3448,178.0,22:00:00,2023-03-08,4.0,49.0,36.7,22.8,1.34,35.2,10.4,56.0,0.17750511247443762
3449,178.0,22:15:00,2023-03-08,4.1,49.0,36.2,22.6,1.43,35.0,10.2,52.8,0.17750511247443762
3450,178.0,22:30:00,2023-03-08,4.3,49.0,36.1,22.7,1.5,37.2,10.0,49.5,0.17750511247443762
3451,68.0,22:45:00,2023-03-08,3.8,51.0,35.8,22.2,1.51,37.2,10.3,48.9,0.17750511247443762
3452,68.0,23:00:00,2023-03-08,4.1,51.0,35.5,22.2,1.57,39.0,10.7,46.1,0.17750511247443762
3453,68.0,23:15:00,2023-03-08,4.0,51.0,36.4,22.6,1.84,42.8,11.1,42.1,0.17750511247443762
3454,68.0,23:30:00,2023-03-08,3.8,51.0,37.7,23.2,1.89,46.3,11.2,39.9,0.17750511247443762
3455,57.0,23:45:00,2023-03-08,4.2,60.0,39.4,24.4,0.883180874639995,13.054912630959949,11.5,39.9,0.17750511247443762
3456,57.0,00:00:00,2023-03-09,4.0,60.0,40.6,24.9,1.48,49.5,11.5,38.6,0.17750511247443762
3457,57.0,00:15:00,2023-03-09,3.9,60.0,41.4,25.2,1.51,48.8,11.6,35.8,0.17750511247443762
3458,57.0,00:30:00,2023-03-09,3.9,60.0,42.3,25.7,1.61,47.3,11.5,30.7,0.17750511247443762
3459,84.0,00:45:00,2023-03-09,3.8,57.0,42.8,25.8,1.53,46.6,11.3,33.1,0.17750511247443762
3460,84.0,01:00:00,2023-03-09,4.1,57.0,41.4,25.4,1.33,48.0,11.5,29.8,0.17750511247443762
3461,84.0,01:15:00,2023-03-09,3.5,57.0,41.9,25.1,1.26,47.5,11.3,23.5,0.17750511247443762
3462,84.0,01:30:00,2023-03-09,4.0,57.0,42.8,26.0,1.23,48.3,10.9,24.0,0.17750511247443762
3463,77.0,01:45:00,2023-03-09,4.6,65.0,43.4,26.8,1.36,49.0,10.5,25.8,0.17750511247443762
3464,77.0,02:00:00,2023-03-09,4.9,65.0,43.0,26.9,1.47,49.9,11.0,23.7,0.17750511247443762
3465,77.0,02:15:00,2023-03-09,4.6,65.0,43.5,26.9,1.48,48.2,11.5,22.5,0.17750511247443762
3466,77.0,02:30:00,2023-03-09,4.1,65.0,44.2,26.8,1.42,46.4,11.5,21.3,0.17750511247443762
3467,77.0,02:45:00,2023-03-09,4.9,78.0,44.1,27.5,1.35,46.5,11.6,22.0,0.17750511247443762
3468,77.0,03:00:00,2023-03-09,5.0,78.0,43.8,27.3,1.77,48.1,11.0,20.8,0.17750511247443762
3469,77.0,03:15:00,2023-03-09,5.4,78.0,43.9,27.7,1.99,49.6,10.9,21.1,0.17750511247443762
3470,77.0,03:30:00,2023-03-09,5.5,78.0,43.7,27.7,1.98,47.4,11.2,16.8,0.17750511247443762
3471,110.0,03:45:00,2023-03-09,5.6,93.0,43.5,27.7,1.97,44.3,11.2,14.1,0.17750511247443762
3472,110.0,04:00:00,2023-03-09,6.0,93.0,43.0,27.7,1.97,42.5,11.2,12.7,0.17750511247443762
3473,110.0,04:15:00,2023-03-09,5.9,93.0,43.7,28.0,2.05,43.9,11.1,13.9,0.17750511247443762
3474,110.0,04:30:00,2023-03-09,6.0,93.0,43.4,28.0,2.0,43.0,11.5,13.2,0.17750511247443762
3475,132.0,04:45:00,2023-03-09,6.3,103.0,43.7,28.4,1.92,42.3,11.5,12.1,0.17750511247443762
3476,132.0,05:00:00,2023-03-09,6.4,103.0,43.7,28.5,1.75,42.3,11.2,9.8,0.17750511247443762
3477,132.0,05:15:00,2023-03-09,6.5,103.0,43.4,28.4,1.68,41.3,11.3,6.8,0.17750511247443762
3478,132.0,05:30:00,2023-03-09,7.2,103.0,45.0,29.8,1.63,41.2,11.1,5.5,0.17750511247443762
3479,133.0,05:45:00,2023-03-09,8.1,95.0,45.8,30.9,1.58,40.8,10.9,5.8,0.17750511247443762
3480,133.0,06:00:00,2023-03-09,8.9,95.0,46.2,31.8,1.52,40.2,10.9,5.9,0.17750511247443762
3481,133.0,06:15:00,2023-03-09,9.0,95.0,45.3,31.4,1.34,39.3,11.0,6.3,0.17750511247443762
3482,133.0,06:30:00,2023-03-09,9.0,95.0,41.7,29.5,1.2,37.3,11.2,6.9,0.17750511247443762
3483,134.0,06:45:00,2023-03-09,8.2,74.0,39.0,27.4,1.17,33.4,11.1,8.3,0.17750511247443762
3484,134.0,07:00:00,2023-03-09,8.1,74.0,36.9,26.2,1.25,32.0,11.6,7.6,0.17750511247443762
3485,134.0,07:15:00,2023-03-09,8.6,74.0,36.0,26.1,1.28,33.9,11.7,9.1,0.17750511247443762
3486,134.0,07:30:00,2023-03-09,8.9,74.0,36.2,26.5,1.35,36.6,12.4,9.9,0.17750511247443762
3487,105.0,07:45:00,2023-03-09,8.8,93.0,38.1,27.4,1.4,38.7,12.5,15.2,0.17750511247443762
3488,105.0,08:00:00,2023-03-09,8.0,93.0,40.3,28.0,1.34,40.7,12.7,23.1,0.17750511247443762
3489,105.0,08:15:00,2023-03-09,6.8,93.0,42.6,28.2,1.28,50.7,12.7,32.4,0.17750511247443762
3490,105.0,08:30:00,2023-03-09,5.9,93.0,42.9,27.6,1.11,55.8,13.6,36.9,0.17750511247443762
3491,134.0,08:45:00,2023-03-09,5.6,94.0,42.6,27.2,1.12,55.7,13.7,39.70217577464559,0.17750511247443762
3492,134.0,09:00:00,2023-03-09,4.7,94.0,41.8,26.1,1.19,57.4,14.6,48.0,0.17750511247443762
3493,134.0,09:15:00,2023-03-09,4.4,94.0,41.2,25.5,1.19,58.4,15.0,48.0,0.17750511247443762
3494,134.0,09:30:00,2023-03-09,4.0,94.0,41.7,25.5,1.19,64.7,13.7,47.2,0.17750511247443762
3495,117.0,09:45:00,2023-03-09,4.1,90.0,46.0,27.8,1.1064269939172915,83.5,13.1,43.9,0.17750511247443762
3496,117.0,10:00:00,2023-03-09,4.0,90.0,54.0,32.0,1.92,94.7,14.1,45.4,0.17750511247443762
3497,117.0,10:15:00,2023-03-09,4.8,90.0,57.3,34.4,1.92,82.7,14.1,49.2,0.17750511247443762
3498,117.0,10:30:00,2023-03-09,5.1,90.0,57.3,34.6,1.1,101.5,13.5,42.8,0.17750511247443762
3499,117.0,10:45:00,2023-03-09,5.3,75.0,60.3,36.4,1.06,50.92962539941882,14.1,37.9,0.17750511247443762
3500,117.0,11:00:00,2023-03-09,5.9,75.0,60.9,37.1,1.08,145.8,13.4,47.0,0.17750511247443762
3501,117.0,11:15:00,2023-03-09,6.7,75.0,60.5,37.7,1.1,145.8,11.9,37.2,0.17750511247443762
3502,117.0,11:30:00,2023-03-09,7.7,75.0,63.2,39.9,1.11,145.8,9.8,36.4,0.17750511247443762
3503,121.0,11:45:00,2023-03-09,7.090766309897209,48.0,66.89007641131532,35.862208206498686,1.11,181.5,8.726566617714063,31.3,0.17750511247443762
3504,121.0,12:00:00,2023-03-09,6.0,48.0,64.1,39.0,1.11,179.6,13.7,30.8,0.17750511247443762
3505,121.0,12:15:00,2023-03-09,6.0,48.0,64.1,39.0,1.09,125.8,13.7,46.4,0.17750511247443762
3506,121.0,12:30:00,2023-03-09,6.0,48.0,64.1,39.0,1.05,107.9,9.1,55.5,0.17750511247443762
3507,94.0,12:45:00,2023-03-09,5.0,46.0,59.1,35.4,1.04,101.5,9.1,67.1,0.17750511247443762
3508,94.0,13:00:00,2023-03-09,5.3,46.0,53.9,32.9,1.01,88.7,9.2,80.2,0.17750511247443762
3509,94.0,13:15:00,2023-03-09,5.3,46.0,47.9,29.8,1.0,76.6,9.5,87.1,0.17750511247443762
3510,94.0,13:30:00,2023-03-09,4.4,46.0,41.8,25.8,0.97,72.2,10.4,86.5,0.17750511247443762
3511,88.0,13:45:00,2023-03-09,3.6,50.0,39.6,24.0,1.08,73.8,10.1,76.3,0.17750511247443762
3512,88.0,14:00:00,2023-03-09,3.1,50.0,40.9,24.2,1.09,75.6,9.8,75.0,0.17750511247443762
3513,88.0,14:15:00,2023-03-09,3.9,50.0,42.2,25.6,1.08,73.0,9.6,80.7,0.17750511247443762
3514,88.0,14:30:00,2023-03-09,4.1,50.0,42.7,26.0,1.08,64.9,9.5,85.6,0.17750511247443762
3515,94.0,14:45:00,2023-03-09,3.6,62.0,40.1,24.2,1.06,55.7,10.1,88.9,0.17750511247443762
3516,94.0,15:00:00,2023-03-09,4.0,62.0,37.2,23.1,1.02,49.7,10.7,85.2,0.17750511247443762
3517,94.0,15:15:00,2023-03-09,4.2,62.0,42.1,25.9,1.03,155.8,10.9,36.3,0.17750511247443762
3518,94.0,15:30:00,2023-03-09,4.2,62.0,61.2,35.9,1.03,159.1,11.5,34.2,0.17750511247443762
3519,146.0,15:45:00,2023-03-09,4.3,60.0,69.3,40.3,1.02,112.0,13.3,55.9,0.17750511247443762
3520,146.0,16:00:00,2023-03-09,4.1,60.0,64.0,37.4,1.02,99.1,13.8,59.5,0.17750511247443762
3521,146.0,16:15:00,2023-03-09,4.1,60.0,61.2,35.8,1.01,76.8,13.2,63.0,0.17750511247443762
3522,146.0,16:30:00,2023-03-09,4.3,60.0,57.4,34.0,1.02,86.9,12.5,59.6,0.17750511247443762
3523,117.0,16:45:00,2023-03-09,4.6,57.0,53.9,32.4,0.97,77.5,12.1,63.3,0.17750511247443762
3524,117.0,17:00:00,2023-03-09,4.0,57.0,50.9,30.4,1.01,72.7,11.4,61.4,0.17750511247443762
3525,117.0,17:15:00,2023-03-09,3.7,57.0,49.8,29.5,1.09,71.5,11.3,55.5,0.17750511247443762
3526,117.0,17:30:00,2023-03-09,4.4,57.0,48.8,29.5,1.09,69.9,11.2,54.4,0.17750511247443762
3527,147.0,17:45:00,2023-03-09,4.1,62.0,47.8,28.8,1.1,65.4,11.4,51.5,0.17750511247443762
3528,147.0,18:00:00,2023-03-09,4.1,62.0,46.5,28.1,1.09,60.7,11.5,55.5,0.17750511247443762
3529,147.0,18:15:00,2023-03-09,4.3,62.0,47.0,28.5,1.15,55.9,11.6,50.7,0.17750511247443762
3530,147.0,18:30:00,2023-03-09,4.3,62.0,47.4,28.7,1.15,49.3,11.9,53.4,0.17750511247443762
3531,147.0,18:45:00,2023-03-09,4.4,85.0,44.1,27.1,0.9,33.4,11.8,64.3,0.17750511247443762
3532,147.0,19:00:00,2023-03-09,4.2,85.0,39.2,24.3,0.95,28.0,10.2,55.9,0.17750511247443762
3533,147.0,19:15:00,2023-03-09,4.2,85.0,35.7,22.5,0.93,27.9,10.3,52.1,0.17750511247443762
3534,147.0,19:30:00,2023-03-09,3.6,85.0,34.6,21.3,1.04,30.2,10.1,48.1,0.17750511247443762
3535,360.0,19:45:00,2023-03-09,3.4,28.0,33.2,20.4,1.09,30.4,9.4,54.0,0.17750511247443762
3536,360.0,20:00:00,2023-03-09,3.2,28.0,32.3,19.7,1.17,28.4,9.1,59.9,0.17750511247443762
3537,360.0,20:15:00,2023-03-09,3.4,28.0,32.1,19.8,1.2,25.7,8.8,52.8,0.17750511247443762
3538,360.0,20:30:00,2023-03-09,3.2,28.0,33.2,20.3,1.25,23.3,8.9,53.1,0.17750511247443762
3539,67.0,20:45:00,2023-03-09,3.4,27.0,34.0,20.9,1.31,25.1,8.6,51.9,0.17750511247443762
3540,67.0,21:00:00,2023-03-09,4.2,27.0,33.7,21.3,1.4,27.0,8.5,51.1,0.17750511247443762
3541,67.0,21:15:00,2023-03-09,4.4,27.0,33.7,21.5,1.42,27.5,8.9,45.7,0.17750511247443762
3542,67.0,21:30:00,2023-03-09,4.0,27.0,33.9,21.2,1.47,27.4,8.8,39.0,0.17750511247443762
3543,41.0,21:45:00,2023-03-09,4.4,30.0,34.3,21.9,1.47,27.9,9.0,40.9,0.17750511247443762
3544,41.0,22:00:00,2023-03-09,4.0,30.0,35.2,22.0,1.45,28.9,9.0,40.8,0.17750511247443762
3545,41.0,22:15:00,2023-03-09,4.4,30.0,35.6,22.5,1.51,29.5,9.1,31.5,0.17750511247443762
3546,41.0,22:30:00,2023-03-09,5.0,30.0,36.4,23.4,1.51,30.1,9.2,28.7,0.17750511247443762
3547,35.0,22:45:00,2023-03-09,5.3,39.0,37.7,24.4,1.5,29.0,9.4,28.7,0.17750511247443762
3548,35.0,23:00:00,2023-03-09,5.1,39.0,38.9,24.8,1.5,27.7,9.8,27.2,0.17750511247443762
3549,35.0,23:15:00,2023-03-09,5.7,39.0,39.7,25.7,1.45,27.7,10.3,25.5,0.17750511247443762
3550,35.0,23:30:00,2023-03-09,6.0,39.0,40.3,26.3,1.45,29.6,10.7,24.4,0.17750511247443762
3551,42.0,23:45:00,2023-03-09,6.2,42.0,41.3,27.0,0.883180874639995,13.054912630959949,11.0,28.0,0.17750511247443762
3552,42.0,00:00:00,2023-03-10,5.5,42.0,42.3,27.0,1.27,30.7,10.6,28.5,0.17750511247443762
3553,42.0,00:15:00,2023-03-10,4.8,42.0,42.5,26.5,1.27,31.2,10.2,28.9,0.17750511247443762
3554,42.0,00:30:00,2023-03-10,5.2,42.0,40.7,25.9,1.27,29.2,10.6,25.4,0.17750511247443762
3555,58.0,00:45:00,2023-03-10,5.9,42.0,39.3,25.7,1.29,27.2,10.7,22.1,0.17750511247443762
3556,58.0,01:00:00,2023-03-10,6.3,42.0,39.7,26.2,1.31,29.1,10.4,23.4,0.17750511247443762
3557,58.0,01:15:00,2023-03-10,6.2,42.0,40.6,26.7,1.32,29.3,9.9,16.5,0.17750511247443762
3558,58.0,01:30:00,2023-03-10,6.9,42.0,40.6,27.2,1.28,27.9,10.4,12.4,0.17750511247443762
3559,46.0,01:45:00,2023-03-10,8.6,43.0,42.4,29.6,1.35,27.5,10.3,10.8,0.17750511247443762
3560,46.0,02:00:00,2023-03-10,11.1,43.0,44.6,32.8,1.39,28.3,10.3,11.2,0.17750511247443762
3561,46.0,02:15:00,2023-03-10,12.3,43.0,46.0,34.5,1.44,28.0,10.2,10.5,0.17750511247443762
3562,46.0,02:30:00,2023-03-10,12.1,43.0,46.3,34.5,1.44,27.6,10.5,11.5,0.17750511247443762
3563,46.0,02:45:00,2023-03-10,12.9,54.0,46.1,35.0,1.49,28.8,10.5,11.7,0.17750511247443762
3564,46.0,03:00:00,2023-03-10,13.0,54.0,45.4,34.7,1.45,27.7,10.3,17.3,0.17750511247443762
3565,46.0,03:15:00,2023-03-10,11.7,54.0,44.9,33.4,1.44,26.8,9.9,16.4,0.17750511247443762
3566,46.0,03:30:00,2023-03-10,10.5,54.0,43.5,31.7,1.47,25.8,10.0,13.4,0.17750511247443762
3567,80.0,03:45:00,2023-03-10,10.4,42.0,42.6,31.1,1.45,27.1,9.8,10.9,0.17750511247443762
3568,80.0,04:00:00,2023-03-10,10.4,42.0,42.4,31.0,1.43,27.7,9.5,10.6,0.17750511247443762
3569,80.0,04:15:00,2023-03-10,10.3,42.0,41.8,30.6,1.43,27.7,9.5,11.8,0.17750511247443762
3570,80.0,04:30:00,2023-03-10,10.3,42.0,40.3,29.8,1.43,27.3,10.0,13.9,0.17750511247443762
3571,70.0,04:45:00,2023-03-10,10.1,40.0,39.4,29.2,1.44,26.1,9.8,12.1,0.17750511247443762
3572,70.0,05:00:00,2023-03-10,10.5,40.0,38.1,28.8,1.42,25.1,9.5,12.0,0.17750511247443762
3573,70.0,05:15:00,2023-03-10,11.0,40.0,37.1,28.7,1.48,26.0,9.8,10.1,0.17750511247443762
3574,70.0,05:30:00,2023-03-10,11.4,40.0,36.5,28.6,1.51,26.5,10.2,9.5,0.17750511247443762
3575,64.0,05:45:00,2023-03-10,11.3,47.0,36.9,28.8,1.52,25.6,10.0,10.0,0.17750511247443762
3576,64.0,06:00:00,2023-03-10,10.9,47.0,36.7,28.4,1.51,26.2,9.6,9.6,0.17750511247443762
3577,64.0,06:15:00,2023-03-10,11.7,47.0,36.4,28.8,1.49,27.7,9.8,8.9,0.17750511247443762
3578,64.0,06:30:00,2023-03-10,12.2,47.0,34.6,28.3,1.57,26.1,10.1,9.0,0.17750511247443762
3579,70.0,06:45:00,2023-03-10,14.9,55.0,33.5,29.9,1.87,26.0,10.4,10.7,0.17750511247443762
3580,70.0,07:00:00,2023-03-10,19.4,55.0,34.7,34.2,1.84,25.9,11.0,11.0,0.17750511247443762
3581,70.0,07:15:00,2023-03-10,24.4,55.0,37.3,39.7,1.81,27.0,11.4,10.8,0.17750511247443762
3582,70.0,07:30:00,2023-03-10,28.8,55.0,38.5,43.9,1.82,28.3,11.6,11.0,0.17750511247443762
3583,85.0,07:45:00,2023-03-10,31.7,101.0,41.7,47.9,2.12,32.1,12.4,12.6,0.17750511247443762
3584,85.0,08:00:00,2023-03-10,32.9,101.0,49.7,53.1,2.03,37.5,12.5,15.3,0.17750511247443762
3585,85.0,08:15:00,2023-03-10,30.2,101.0,57.7,55.2,2.12,40.3,12.5,17.2,0.17750511247443762
3586,85.0,08:30:00,2023-03-10,27.8,101.0,64.3,56.8,2.42,45.3,13.2,17.1,0.17750511247443762
3587,138.0,08:45:00,2023-03-10,25.7,117.0,73.8,60.1,2.92,52.1,13.3,39.70217577464559,0.17750511247443762
3588,138.0,09:00:00,2023-03-10,23.1,117.0,82.8,62.8,2.12,47.0,14.3,41.8,0.17750511247443762
3589,138.0,09:15:00,2023-03-10,15.9,117.0,83.0,57.1,1.66,40.2,14.5,41.8,0.17750511247443762
3590,138.0,09:30:00,2023-03-10,6.5,117.0,74.0,44.7,1.43,37.9,12.0,45.2,0.17750511247443762
3591,193.0,09:45:00,2023-03-10,4.6,74.0,54.5,32.7,1.1064269939172915,37.6,11.3,47.4,0.17750511247443762
3592,193.0,10:00:00,2023-03-10,4.2,74.0,48.7,29.4,2.08,39.1,12.0,49.8,0.17750511247443762
3593,193.0,10:15:00,2023-03-10,4.0,74.0,44.4,26.9,2.08,42.5,12.3,57.6,0.17750511247443762
3594,193.0,10:30:00,2023-03-10,3.9,74.0,41.4,25.2,1.29,45.5,11.6,55.7,0.17750511247443762
3595,193.0,10:45:00,2023-03-10,4.3,37.0,43.2,26.5,1.29,50.92962539941882,11.4,42.0,0.17750511247443762
3596,193.0,11:00:00,2023-03-10,4.6,37.0,48.1,29.4,1.25,190.0,13.0,40.8,0.17750511247443762
3597,193.0,11:15:00,2023-03-10,5.1,37.0,53.2,32.5,1.25,190.0,11.5,36.4,0.17750511247443762
3598,193.0,11:30:00,2023-03-10,8.9,37.0,60.0,39.1,1.23,190.0,10.0,24.4,0.17750511247443762
3599,53.0,11:45:00,2023-03-10,7.090766309897209,39.0,66.89007641131532,35.862208206498686,1.21,246.3,8.726566617714063,16.9,0.17750511247443762
3600,53.0,12:00:00,2023-03-10,44.1,39.0,84.4,80.8,1.2,262.8,13.8,17.1,0.17750511247443762
3601,53.0,12:15:00,2023-03-10,44.1,39.0,84.4,80.8,1.18,226.5,13.8,19.8,0.17750511247443762
3602,53.0,12:30:00,2023-03-10,44.1,39.0,84.4,80.8,1.19,323.6,7.9,15.2,0.17750511247443762
3603,75.0,12:45:00,2023-03-10,53.3,48.0,85.4,88.8,1.16,368.1,7.9,12.8,0.17750511247443762
3604,75.0,13:00:00,2023-03-10,74.3,48.0,84.5,105.1,1.16,374.8,6.0,13.0,0.17750511247443762
3605,75.0,13:15:00,2023-03-10,68.2,48.0,94.7,105.8,1.12,147.0,6.9,47.4,0.17750511247443762
3606,75.0,13:30:00,2023-03-10,29.5,48.0,86.3,69.8,1.09,63.6,9.4,77.9,0.17750511247443762
3607,140.0,13:45:00,2023-03-10,10.3,35.0,79.7,50.8,1.06,62.4,8.6,77.5,0.17750511247443762
3608,140.0,14:00:00,2023-03-10,4.5,35.0,68.7,40.2,1.06,69.3,9.3,75.6,0.17750511247443762
3609,140.0,14:15:00,2023-03-10,4.7,35.0,61.8,36.7,1.08,112.1,9.3,57.4,0.17750511247443762
3610,140.0,14:30:00,2023-03-10,4.5,35.0,65.2,38.3,1.06,163.4,8.9,37.4,0.17750511247443762
3611,72.0,14:45:00,2023-03-10,9.1,34.0,68.6,43.8,1.05,164.4,8.7,33.1,0.17750511247443762
3612,72.0,15:00:00,2023-03-10,9.5,34.0,74.2,47.2,1.03,156.3,8.8,35.3,0.17750511247443762
3613,72.0,15:15:00,2023-03-10,10.0,34.0,77.5,49.4,1.05,153.2,8.6,36.4,0.17750511247443762
3614,72.0,15:30:00,2023-03-10,9.8,34.0,79.3,50.1,1.06,142.1,9.0,38.2,0.17750511247443762
3615,48.0,15:45:00,2023-03-10,8.8,30.0,78.8,49.1,1.05,117.1,9.1,44.3,0.17750511247443762
3616,48.0,16:00:00,2023-03-10,7.2,30.0,74.3,45.4,1.03,93.0,9.2,52.7,0.17750511247443762
3617,48.0,16:15:00,2023-03-10,5.9,30.0,66.8,40.3,1.05,74.3,9.7,61.8,0.17750511247443762
3618,48.0,16:30:00,2023-03-10,5.2,30.0,61.0,36.7,1.1,80.7,10.0,54.0,0.17750511247443762
3619,67.0,16:45:00,2023-03-10,4.4,41.0,59.9,35.5,1.13,85.4,10.0,50.4,0.17750511247443762
3620,67.0,17:00:00,2023-03-10,3.4,41.0,59.0,34.2,1.17,82.9,10.4,48.1,0.17750511247443762
3621,67.0,17:15:00,2023-03-10,3.8,41.0,60.3,35.1,1.24,78.3,10.0,42.1,0.17750511247443762
3622,67.0,17:30:00,2023-03-10,4.2,41.0,62.2,36.5,1.31,73.0,10.1,39.6,0.17750511247443762
3623,89.0,17:45:00,2023-03-10,5.0,59.0,62.5,37.3,1.35,72.0,10.7,34.9,0.17750511247443762
3624,89.0,18:00:00,2023-03-10,6.9,59.0,63.4,39.3,1.52,71.2,10.4,23.1,0.17750511247443762
3625,89.0,18:15:00,2023-03-10,8.1,59.0,67.0,42.2,1.73,72.6,10.5,14.0,0.17750511247443762
3626,89.0,18:30:00,2023-03-10,11.3,59.0,68.3,45.5,1.85,73.2,11.2,11.3,0.17750511247443762
3627,89.0,18:45:00,2023-03-10,15.6,160.0,70.9,50.4,2.53,74.4,11.7,12.0,0.17750511247443762
3628,89.0,19:00:00,2023-03-10,26.1,160.0,65.8,56.1,2.36,76.9,13.1,11.1,0.17750511247443762
3629,89.0,19:15:00,2023-03-10,29.5,160.0,69.7,61.1,1.8,66.2,13.0,19.0,0.17750511247443762
3630,89.0,19:30:00,2023-03-10,25.3,160.0,71.4,58.5,1.8,48.2,12.3,23.3,0.17750511247443762
3631,348.0,19:45:00,2023-03-10,18.9,124.0,73.0,54.2,1.87,45.6,12.0,16.4,0.17750511247443762
3632,348.0,20:00:00,2023-03-10,17.0,124.0,75.0,53.7,2.04,45.6,11.1,9.8,0.17750511247443762
3633,348.0,20:15:00,2023-03-10,17.9,124.0,74.9,54.4,1.76,41.5,10.3,17.1,0.17750511247443762
3634,348.0,20:30:00,2023-03-10,15.5,124.0,72.8,51.3,1.89,35.8,9.8,14.7,0.17750511247443762
3635,207.0,20:45:00,2023-03-10,16.1,86.0,73.1,52.0,1.94,36.8,9.1,10.3,0.17750511247443762
3636,207.0,21:00:00,2023-03-10,18.2,86.0,74.2,54.2,1.51,33.1,8.9,27.3,0.17750511247443762
3637,207.0,21:15:00,2023-03-10,14.4,86.0,73.0,50.5,1.42,32.9,8.9,38.9,0.17750511247443762
